N_Season,N_Date,Momentum_3d,Momentum_6d,Momentum_9d,Momentum_12d,Momentum_15d,Momentum_18d,Momentum_31d,Momentum_41d,Momentum_51d,Momentum_61d,Resistance30d,Support30d,CTrendHigh_10d,CTrendHigh_20d,CTrendHigh_50d,CTrendLow_10d,CTrendLow_20d,CTrendLow_50d,Velocity_21d,EMA20,EMA50,SMA5,SMA10,SMA20,SMA50,STD20,STDSLP20,STD50,RSI6,RSI24SLP5,RSI24,RSI50SLP5,RSI50,RSI10_P10,RSI20_P20,IXICMomDiff_10,IXICMomDiff_20,IXICMomDiff_50,ADTM23day,MAADTM8ma23day,LWR3ma9day,MACD12To26m9,DIF12To26,DEA12To26m9,HistoryAvgDiff30,NC_Highest10d,VC_Highest10dV,VC_Highest10dRawV
Spring,"2015-01-15",-0.051332217,0.019123256,-0.051830333,-0.011160906,0.0060053677,0.0059892307,-0.08904965,0.029248618,0.059360728,0.11962317,0.012527113,-0.05756096,-0.009831424,0.023965085,0.027099775,-0.061635956,-0.009975594,-0.021792945,1.2010883,0.96914136,0.97191304,0.9744571,0.9803773,0.9659492,0.9529481,0.022775391,1.0738782E-4,0.031645305,58.121185,-1.6366203,55.104034,-0.1404663,69.46898,41.37517,56.53322,0.013537552,-0.0046614064,-0.00491569,0.024233005940914154,0.07845277339220047,-81.39385,-0.43740618,-0.79241943,-0.57371634,0.95983076,Very_High,0.09031438,119.52826
Summer,"2014-06-03",0.015433543,0.047444686,0.004565795,0.016832106,0.0022637355,0.0014973148,0.141743,-0.041337997,0.016795998,-0.007676632,0.14767207,9.351666E-4,0.07233312,0.089679934,0.22946216,0.042137377,0.060977653,0.1870235,1.0731302,1.0475297,1.0981818,1.0092193,1.0255398,1.0501668,1.1211151,0.027751544,0.0021572164,0.06186402,90.30768,1.1990616,65.08202,0.015546417,44.905514,72.17598,64.25159,-0.028707147,-0.053462632,-0.2247452,0.718711256980896,0.7950525283813477,-7.4072165,0.35252523,2.600586,2.4243233,1.0761114,Very_High,0.04166018,93.801025
Autumn,"2014-07-15",0.016638018,0.009560253,0.026197629,0.03485666,-0.0045991386,-0.015606246,0.028955908,0.068404295,1.8366457E-4,0.141743,0.048076075,0.008112576,0.03595422,0.046900265,0.14911959,0.005212305,0.012247246,0.111278474,1.024984,1.017842,1.0575227,0.9982822,1.0036114,1.0227027,1.0548023,0.02137561,8.876853E-4,0.039891962,82.88345,0.59959257,64.50754,-0.13194886,64.60634,67.968124,61.38864,-0.030864853,-0.015505178,-0.061775424,0.37297323346138,0.4283704161643982,-5.0790367,0.1832416,1.5884476,1.4968268,1.029455,Very_High,0.026742574,98.13334
Summer,"2014-04-22",0.026348608,-0.021990689,-0.0032558849,-0.033155475,-8.159388E-4,-0.017895125,-0.007676632,-0.0042028083,0.04134824,-0.06248375,0.029381415,-0.012208101,0.07739684,0.058260787,0.1139046,0.0039664484,-0.020745499,0.031803165,0.8255386,1.0063643,1.0018377,1.0128464,1.0140541,1.0015613,1.0006014,0.016306017,3.593713E-4,0.013799374,30.637161,0.22563323,52.877533,-0.026555633,45.70283,41.71291,53.196426,0.005324793,-0.017366268,-0.007921815,-0.06496179848909378,-0.19267065823078156,-71.56329,0.06409067,-0.26023865,-0.29228398,1.0012466,Very_High,0.1364724,84.73642
Autumn,"2014-07-14",0.01058255,0.016192647,0.014983582,0.030151855,-0.020912351,-0.0048748483,0.028955908,0.07249796,0.0076724333,0.13419949,0.04471884,-0.008394895,0.06644687,0.031661537,0.14911959,0.03084627,0.007290509,0.111278474,0.9648548,1.0318464,1.0725778,1.0100533,1.018071,1.0365617,1.0699439,0.0205886,9.89027E-4,0.039735813,77.38093,0.383197,64.50754,-0.13194886,64.60634,67.968124,62.74139,-0.053354807,0.0015081558,-0.069381006,0.41598594188690186,0.434485524892807,-15.133377,0.35191798,1.6396866,1.4637276,1.0392238,Very_High,0.02631853,98.13334
Autumn,"2014-07-24",0.02147608,-0.031246739,0.010878618,-0.012776557,0.015766526,0.034413945,-0.046975687,0.07123141,0.06492007,0.040749364,0.021528123,-0.040868744,0.024385076,0.0791621,0.15242025,0.0021385027,0.045398667,0.110614546,0.98007554,1.0272416,1.0621629,1.0164253,1.019041,1.0263597,1.0564116,0.01655048,-0.0010544636,0.03349113,42.373127,-1.2169685,65.520615,-0.15018158,68.35905,69.79786,66.46035,-0.0072869193,-0.04559323,-0.068371475,0.5030123591423035,0.3738422095775604,-37.46079,-0.033053637,1.2414017,1.2579285,1.0390877,Very_High,0.02178386,98.13334
Summer,"2014-06-25",-0.020912351,-0.0048748483,-0.020842165,-0.004422839,0.028959537,0.027028697,0.06492007,0.040749364,0.11948818,-0.030628473,0.11910043,-0.008972206,-0.029126203,0.022498246,0.24022721,-0.040868744,0.006043881,0.22011414,1.0644144,0.9961597,1.0365571,0.9946282,0.98832965,0.98486,1.0451714,0.013671948,-0.0020535316,0.062947944,50.993042,-0.60167235,76.057785,-0.1539795,64.117004,65.93505,71.326454,0.053199455,0.023808524,-0.13410598,0.4829811453819275,0.5847137570381165,-70.19467,-1.2788892,1.1486893,1.7881339,0.9992384,Very_High,0.06725477,95.52803
Spring,"2014-02-27",0.008640282,-0.031574283,0.0050688805,0.049685437,0.050529964,0.019998426,-0.044177324,-0.05697929,0.0031308804,0.06948782,0.024637347,-0.08204075,-0.012621415,0.05630791,-0.05200608,-0.03308082,0.040243555,-0.073824294,0.8029356,0.999056,0.9897546,1.0070499,0.9913372,1.0085297,0.9946932,0.029740162,-0.001507327,0.0320713,43.97031,-0.6411743,28.984604,-0.011401367,22.266426,57.24132,41.87783,0.046371177,0.010280367,0.13415231,0.43178069591522217,0.48242273926734924,-15.6694565,-0.18917508,-0.20816803,-0.11358049,0.9985424,Very_High,0.020575594,75.65866
Autumn,"2014-09-23",0.006965558,-0.00992107,0.036934935,0.021750199,-0.047933187,0.02256985,0.059517466,-0.021537922,0.03487624,0.051676437,0.07972507,0.008118964,-0.0013581661,0.0075366353,0.067726634,0.0164342,-0.03515006,0.026723009,0.95066404,1.0195534,1.044496,1.0101768,1.0116203,1.0172147,1.0433638,0.015418347,7.917173E-5,0.029174438,56.767017,-0.08015289,70.98469,0.013719177,60.82379,60.214077,59.54302,-0.053394705,-0.020408873,-0.060901158,0.48536133766174316,0.5854737758636475,-26.667074,0.046083093,0.919075,0.89603347,1.0215063,Stay,-8.744917E-4,102.00337
Spring,"2014-03-05",0.029431313,-0.0032301147,-0.020507004,-0.0065647806,0.026045518,0.050778396,-0.0961797,-0.0025733088,0.00623964,-0.026047716,0.013125552,-0.08672892,-0.022198316,0.055923786,-0.021907602,-0.021596253,0.046104446,-0.032719553,0.65937126,1.0069902,0.9995561,1.0062487,1.0104333,1.0060655,1.0037252,0.018718686,-0.0026894405,0.030277532,32.66741,-2.3555274,43.37112,-0.027342224,33.56566,47.498898,49.49663,0.04556442,0.025516964,0.09895922,0.6461334228515625,0.5428381562232971,-85.12697,0.055271313,-0.0714035,-0.09903916,1.0161803,High,0.0091817975,75.65866
Winter,"2014-11-18",0.032826457,0.034856014,0.0018506943,0.017763807,0.0149905095,0.025557071,-0.0019008981,-0.021414548,0.017724006,-0.021974694,0.10167794,-0.03595677,0.07845301,0.14618346,0.14551608,0.0563618,0.12364273,0.18359973,0.9038978,1.0596397,1.1045922,1.0169805,1.0380818,1.0627939,1.1172311,0.030298248,-0.0019882373,0.043473426,84.44853,-2.0864608,60.701004,0.07436371,55.844543,68.23253,61.184273,-0.0434348,-0.046964034,-0.14571735,0.9154936671257019,0.7402357459068298,-19.585505,0.9561448,3.2987366,2.8206642,1.1073248,Very_High,0.03509376,119.27926
Summer,"2015-04-24",0.017017897,0.004988952,-0.017137937,0.007945968,0.0062489887,0.0016122285,-0.010981986,-0.0708422,0.07173167,0.089677736,0.03482785,0.007810611,0.0319956,0.046044264,0.04570931,0.0040910835,0.020962477,0.021795904,1.136426,1.0254552,1.0426468,1.0129377,1.0226614,1.0298119,1.0260913,0.013303693,5.897192E-4,0.01707312,40.034817,-0.56145555,53.94982,-0.012423706,59.948193,55.156822,55.447758,-0.0066720974,-0.008241683,0.0022552684,0.5086722373962402,0.4084242880344391,-45.7205,0.7300594,0.9252014,0.5601717,1.0322806,?,?,?
Winter,"2014-11-13",0.034856014,0.0018506943,0.017763807,0.0149905095,0.025557071,0.066212535,-0.030321041,-0.02063801,-0.014742932,-0.00472776,0.07134317,-0.029171754,0.06832933,0.17360982,0.14582032,0.028045658,0.1410757,0.1133044,1.1187148,1.0543624,1.0926068,1.0226429,1.0319287,1.0603799,1.1021687,0.034392074,-0.0011597484,0.037869092,85.543816,-1.2863572,50.2687,0.026448822,59.674606,66.921616,59.368298,-0.026695952,-0.05354826,-0.12474878,0.6601938009262085,0.6043436527252197,-20.71079,0.6948633,2.7648392,2.4174075,1.0919688,Very_High,0.055531103,119.27926
Spring,"2015-02-26",0.0030764027,0.04207477,0.021101093,0.06672287,0.014282683,0.02785414,-0.030728353,-0.035149705,0.0024942858,-0.062568314,0.1118175,-0.03406493,0.06948453,0.13551709,0.17862283,0.033551026,0.102330156,0.14163542,1.3783836,1.0447739,1.1007947,0.9972778,1.0091144,1.0481902,1.1263816,0.041341506,-0.0010307797,0.06230359,87.90819,-0.09174576,58.375908,0.10765,51.44661,70.40422,59.110374,-0.020644028,-0.060962185,-0.106148034,0.7397937178611755,0.8096875548362732,-4.9725375,0.34902763,4.671318,4.496804,1.0894642,Stay,-0.002292258,130.57
Spring,"2015-01-09",0.05134212,-0.06494174,-0.0062705385,0.0033879783,0.054331716,-0.025387513,-0.023363229,0.088148795,0.042459838,0.03730403,-0.0029228285,-0.09527465,-7.0606935E-4,-0.01393123,0.06558997,-0.06962473,-0.061950795,-0.0025276805,1.0926192,1.010362,1.0176505,1.029201,1.0143166,1.0127714,1.0003608,0.022230305,1.962375E-4,0.03133412,27.935951,1.7085854,45.907494,-0.113580324,67.33345,53.858204,56.351017,-0.008808381,0.010387076,-0.023302108,0.07382085174322128,-0.1669699251651764,-14.941338,-0.16935164,-0.5720978,-0.48742196,1.0041957,High,0.009801326,113.91043
Spring,"2015-03-04",-0.0019411446,-0.018955952,0.028720444,0.01895922,0.052342523,0.01666389,0.0784545,-0.060014017,0.050410725,-0.054773297,0.18737862,0.016619688,0.011647771,0.09827995,0.16106671,-0.013260062,0.073516846,0.14093918,0.54445666,1.0188456,1.0710418,0.99509174,0.9904602,1.0151433,1.0949897,0.033927172,-0.0019107439,0.066488735,51.29939,-0.17631988,60.96787,0.07804108,53.06992,72.308426,64.14684,0.008470698,-0.030648302,-0.09948734,0.734696090221405,0.7326982021331787,-4.294316,-1.1483831,3.6849594,4.259151,1.0549495,Stay,7.725969E-5,129.57
Summer,"2014-06-17",-0.020842165,-0.004422839,0.028959537,0.027028697,0.0316619,0.0361028,1.8366457E-4,0.141743,-0.041337997,0.016795998,0.077817015,-0.010896002,0.016454158,0.069023356,0.20345855,0.012813359,0.0652403,0.19011617,1.3288124,1.0174135,1.0690999,0.9971626,0.99386954,1.0148962,1.090303,0.026242752,-0.001461523,0.07157325,84.95774,-0.5047485,70.66,-0.13610764,60.41068,78.47202,69.55306,0.0016647633,-0.015169501,-0.18435924,0.7358019948005676,0.7731280326843262,-7.0159054,-0.692616,2.2397385,2.5860465,1.0422251,Very_High,0.014778935,92.8339
Winter,"2014-11-21",0.022204628,0.032826457,0.034856014,0.0018506943,0.017763807,0.0149905095,0.032401085,0.005074163,-0.025296256,0.0040586665,0.077358924,-0.0539709,0.080706,0.124034286,0.16403598,0.051020402,0.098053455,0.1422535,1.308642,1.0515351,1.1006973,1.0094296,1.0273528,1.0546411,1.1172484,0.031407658,-5.968831E-4,0.049745917,93.23183,-0.50888216,61.92151,0.08551712,54.573643,67.38223,61.767143,-0.051632993,-0.059404336,-0.13315673,0.9164869785308838,0.8432649970054626,-5.356157,0.7933841,3.5352554,3.1385634,1.1147976,Very_High,0.018542163,119.27926
Summer,"2014-05-19",0.020525644,0.009553639,-0.017490534,0.0040708636,0.03261167,0.12291621,-0.041337997,0.016795998,-0.007676632,-0.0042028083,0.10783405,-0.04893603,0.028558094,0.16165565,0.15665632,0.018078497,0.1463973,0.1374101,1.0209855,1.040903,1.080227,1.0149064,1.0203952,1.0378542,1.0993702,0.03557119,-0.0039036914,0.050571088,70.813614,-4.0280066,65.51701,-0.04962082,50.179436,66.07055,65.77528,-0.02372875,-0.15230392,-0.19672182,0.7185667753219604,0.678865909576416,-28.410757,-0.22035122,2.13266,2.2428355,1.0715053,Very_High,0.06065905,90.81507
Autumn,"2014-07-31",-0.022694802,0.03772787,0.02272972,-0.038326345,0.016638018,0.009560253,0.013107996,0.025618242,0.06638792,0.030207999,0.05211833,-0.01860962,0.043660816,0.057197765,0.14788915,0.02419788,0.018476874,0.104772486,1.2201202,0.9987805,1.0334418,0.97786474,0.98951507,0.9975112,1.0270331,0.01688137,6.617829E-5,0.030333607,74.3293,-0.42425233,69.669754,-0.15999603,70.43705,59.1602,66.748505,-0.015461938,-0.038190316,-0.046674155,0.5704139471054077,0.5956984758377075,-45.09671,0.02007556,1.4039536,1.3939158,1.0127933,Little_High,0.0062115206,96.76684
Autumn,"2014-08-26",0.0031820333,0.021220466,0.031305324,0.024333557,-0.004299953,-0.020996345,0.032964658,0.06727896,-0.033390045,0.028955908,0.026742574,-0.025886465,0.062138785,0.039941978,0.1149525,0.05323697,0.030034373,0.10662534,0.75265855,1.0261807,1.0597124,0.9991087,1.0116214,1.0341374,1.0594256,0.02560275,0.0017607879,0.030897167,86.51948,2.2018325,57.27456,-0.09128113,66.6037,61.87013,59.243877,-0.010462757,0.004953619,-0.04601763,0.5523046851158142,0.5054846405982971,-3.1189053,0.71946764,1.7596054,1.3998716,1.0347046,Very_High,0.022068776,102.88605
Spring,"2015-02-04",0.02785414,0.057641014,-0.010157978,0.02181831,-0.041371226,0.009063432,-0.050236892,-0.026950048,4.3306983E-4,0.055611648,0.018819263,-0.054491155,0.08702132,0.12375101,0.03307024,0.07213455,0.10943311,0.010709636,1.077873,1.0495157,1.0698954,1.0082643,1.0344077,1.0637811,1.06118,0.035966143,0.0026644908,0.032087307,70.06286,-1.8522812,51.75516,0.11432648,52.55439,54.690666,49.71699,-0.08128098,-0.111525744,-0.027255362,0.24405859410762787,0.23593860864639282,-26.582712,2.0779226,2.0827408,1.0437795,1.0684953,Very_High,0.07492516,129.03
Winter,"2014-10-10",0.013074447,-0.005238054,0.012671033,-0.020066578,-0.0017660873,0.019940019,0.0040586665,0.062194448,-0.007276892,0.012168903,0.009340313,-0.053367287,0.016582387,0.009266601,0.055815786,0.006037666,-0.013149977,0.036389217,1.1377599,1.0045924,1.0174432,1.00545,1.0068165,1.0016057,1.0120728,0.011417565,-4.6759416E-4,0.02382211,48.400143,0.6454651,54.41402,-0.060301207,65.73189,55.00953,58.431507,-0.0604558,-0.06698354,-0.07470735,0.20073914527893066,0.10889089107513428,-57.40753,-0.029878736,0.13323212,0.14817148,0.9979195,Very_High,0.033911597,104.62164
Summer,"2014-04-11",-0.010624679,-0.033155475,-8.159388E-4,-0.017895125,0.018664194,0.005324155,0.026124429,-0.017282676,0.06980425,-0.0696185,0.038238913,0.011762464,-0.017100673,-0.013749388,0.057109226,-0.033600092,-0.022715433,0.047383465,1.1324492,0.978736,0.97606796,0.99150085,0.97820556,0.9747757,0.98164785,0.01396405,7.524552E-4,0.020941103,38.156628,0.42147216,48.2235,-0.03518524,47.073093,55.492203,47.84752,-0.002887722,-0.044857953,-0.06432933,-0.10688735544681549,-0.13884370028972626,-35.3035,-0.59679765,-0.26221466,0.036184166,0.9783015,Very_High,0.1399116,83.55455
Autumn,"2014-09-11",0.021450132,-0.045974843,-0.026085047,0.004519122,0.0109517835,0.03328877,-0.029020796,0.016322356,0.03496183,0.015517554,0.044378813,-0.040196832,0.0049723294,0.06005779,0.10123024,-0.04528284,0.0010413685,0.03745529,1.0156893,1.0185289,1.045292,1.018885,1.0114073,1.0117402,1.0427265,0.017201228,-0.0020166636,0.028688034,37.98217,-0.851841,64.37155,-0.03382797,63.65057,72.33232,66.54364,-2.4173944E-4,-0.013184357,-0.052210372,0.6158251166343689,0.5498116612434387,-38.60185,-0.6054311,0.8671951,1.1699107,1.0275356,Very_High,0.015871463,102.20174
Winter,"2014-10-06",-0.009643085,-0.013232531,-0.027137244,0.006965558,-0.00992107,0.036934935,-0.024361065,0.059517466,-0.021537922,0.03487624,0.027739206,-0.039656263,0.002349766,0.030913403,0.057226103,-0.022569155,0.0026516928,0.024673233,0.53728724,0.994154,1.008622,0.99805635,0.9940229,0.99018455,1.0033569,0.012672067,-6.9428084E-4,0.024831908,57.256405,-0.92244184,60.408978,-0.012011719,62.301605,49.957764,57.052265,-0.0034626834,-0.030359127,-0.03767544,0.07280517369508743,0.19406592845916748,-46.09709,-0.5676266,0.06864929,0.3524626,0.99193466,Very_High,0.023546902,102.171974
Spring,"2014-03-17",-0.014536512,0.00716961,-4.7081264E-4,0.027265554,0.008640282,-0.031574283,0.089841105,-0.09708769,-1.7932075E-4,-9.008414E-4,0.094746895,-0.0063420064,0.010534228,-0.015802475,-0.03156054,0.0045713065,-0.016847722,-0.04289026,0.76661056,0.99450684,0.98996454,0.99205947,0.99188584,0.9939539,0.9937151,0.011655922,-4.2353774E-4,0.027983379,68.476265,1.6904274,47.08224,-0.024543762,46.6662,49.36578,44.842373,-0.0019943141,0.040791243,0.07523307,0.3941205143928528,0.5504863858222961,-20.09463,-0.0475906,-0.008460999,0.015334301,1.0016509,Very_High,0.035907783,76.9681
Autumn,"2014-09-16",0.0044816346,0.021450132,-0.045974843,-0.026085047,0.004519122,0.0109517835,0.008490711,0.00599808,-0.008309303,0.012894045,0.079478055,-0.0149839865,-0.006651154,0.03703335,0.07888919,-0.037285868,0.009287556,0.056130458,1.0408485,1.0081538,1.0341896,0.9954994,1.00965,1.0013056,1.0321825,0.015022488,-0.0011590614,0.029068073,42.767406,-0.84431154,68.59311,-0.06696167,66.1904,54.344074,66.424866,0.012710729,-0.010205343,-0.05995825,0.6347104907035828,0.6342385411262512,-88.34731,-0.21116829,0.93006134,1.0356455,1.0213194,Very_High,0.01659108,102.09265
Spring,"2015-03-13",-0.022308419,-0.03165344,-0.021972893,-0.018774712,0.002412808,0.0075299954,0.065823816,0.034820057,-0.031373546,0.01469798,0.12532322,0.00449986,-0.009933429,0.016394759,0.14186604,-0.03933341,-0.03137694,0.08919836,0.8459924,0.9851883,1.0196759,0.9936005,0.97937256,0.96692526,1.037209,0.021824049,-0.0019426916,0.069985926,43.73627,-0.24324341,69.4743,0.059669495,53.490944,65.5326,65.58129,0.020753132,0.028640863,-0.07554649,0.15442094206809998,0.3016309142112732,-74.918846,-2.4638348,1.0525284,2.2844458,0.9864556,Very_High,0.030701742,129.25
Autumn,"2014-09-18",-0.00992107,0.036934935,0.021750199,-0.047933187,0.02256985,0.0155115705,0.05945924,0.0046472442,-0.01610055,0.0441306,0.09191456,-0.010199738,0.029573504,0.019388786,0.07933897,0.011248564,-0.010605253,0.04877453,0.5537793,1.0144222,1.0403124,1.0028179,1.0125638,1.0094011,1.038814,0.015143992,-4.1144714E-4,0.029209225,64.79225,-0.48660278,70.58392,-0.05774231,65.733185,53.46036,68.24112,-0.027142612,0.0033107763,-0.02859595,0.654507577419281,0.6559500098228455,-67.376884,-0.03481853,0.96032715,0.9777364,1.0224546,Little_High,0.0057645394,102.09265
Summer,"2014-05-20",0.016832106,0.0022637355,0.0014973148,5.573365E-4,-0.0038063333,0.042449053,-0.018877275,0.016795998,-0.007676632,-0.0042028083,0.13846302,-0.02023411,0.022754995,0.16233282,0.15906361,0.010525311,0.14086682,0.13689357,0.74344456,1.0370492,1.0770438,1.0113897,1.0182602,1.031336,1.0965282,0.029623713,-0.0046937936,0.05186819,71.958275,-3.4324906,65.51701,-0.0552124,50.7558,66.07055,65.83104,-0.018037124,-0.15951662,-0.20530425,0.7930947542190552,0.7023120522499084,-49.00441,-0.16066408,2.1404648,2.2207968,1.0788004,Very_High,0.06842,91.3395
Winter,"2014-12-15",-0.054016147,-0.032996606,0.017533112,-0.03728912,0.023409717,0.020800252,0.059360728,0.11962317,-0.030321259,-0.019915782,0.120347224,0.012370239,-0.05039838,-0.0018510413,0.13481377,-0.04502566,-0.04784953,0.08854307,1.3507181,0.9602141,0.9881762,0.9739046,0.95855093,0.94308203,0.99718815,0.026693948,3.4584702E-4,0.062086213,27.623108,-0.68264616,75.79976,-0.004296112,59.23302,61.752922,71.10408,0.052930024,0.015612656,-0.053389803,0.2805973291397095,0.3895631432533264,-51.886845,-2.5169568,0.27483368,1.5333121,0.95706564,Very_High,0.028404888,114.31882
Spring,"2014-03-12",0.00716961,-4.7081264E-4,0.027265554,0.008640282,-0.031574283,0.0050688805,-0.032565966,0.006766618,-0.05558875,-0.005467439,0.07667833,-0.016969854,0.027923753,0.0035518417,-0.04672473,0.01435215,-0.012275807,-0.06611791,0.73335147,1.0115263,1.0073625,1.0068444,1.0105495,1.0085571,1.0112262,0.013730171,-9.977029E-4,0.028483765,59.491104,-1.1093696,55.534378,-0.019676972,42.394012,47.140884,47.549915,-0.019507235,0.029290061,0.087987766,0.6179805994033813,0.6611837148666382,-52.719067,0.31391376,0.13510132,-0.021855569,1.0236344,Very_High,0.021680458,76.9681
Winter,"2014-10-03",-0.011804404,0.0023877965,-0.038605053,-0.0020737748,0.011652311,0.023718072,-0.023098374,0.066704385,-0.004820966,0.018336132,0.027739206,-0.039656263,-0.007914141,0.014487044,0.048551787,-0.03465942,0.0025564777,0.021859067,0.6303618,0.99354255,1.0089772,0.9970774,0.9925967,0.99080503,1.0038489,0.013482486,-7.9350005E-4,0.025004426,39.502106,0.9609329,49.777298,-0.011019898,62.234516,56.164932,61.13381,7.8212284E-4,-0.030904185,-0.033029716,0.12110933661460876,0.29277005791664124,-46.09709,-0.5728159,0.12700653,0.41341448,0.988824,Very_High,0.021654606,101.537254
Winter,"2014-10-13",0.010631779,0.01541256,-0.0090269055,0.0023877965,-0.038605053,-0.0020737748,-0.0015748908,0.050549686,0.008490711,0.00599808,0.009340313,-0.053367287,0.013341243,-0.012324174,0.049628064,-0.03497921,-0.061711386,0.0033926137,0.91909504,0.9958517,1.0078284,0.995889,0.9979201,0.9933566,1.0019923,0.011357232,-2.6296693E-4,0.023381826,45.474625,0.73651505,56.726402,-0.061419677,65.81331,51.231968,58.45793,-0.06822726,-0.048278876,-0.07934549,0.2881774604320526,0.09964066743850708,-57.407536,-0.09539941,0.085365295,0.133065,0.9927426,Very_High,0.048732515,105.86135
Summer,"2014-04-04",-0.011045842,0.0030183361,-0.0017831104,0.013019961,-0.011498759,-0.008964498,-0.0042028083,0.054819442,-0.069557525,0.013209193,0.004953357,-0.025330823,0.020294055,0.016915,-0.017550526,0.006124952,0.0046959557,-0.020289898,1.1924878,0.9932186,0.9955457,0.9879436,0.9867103,0.99407816,1.0059392,0.010240036,1.4649238E-4,0.025206897,55.890106,-0.49914932,52.363037,-0.055973817,48.71181,58.038322,46.386875,-0.043256138,-0.053361345,0.004286252,0.07575831562280655,0.3771372139453888,-27.72895,-0.042806923,0.2885437,0.30994716,1.0003539,Very_Low,-0.014370381,74.6184
Winter,"2014-11-20",0.017852472,0.042146534,0.024401661,-0.0017251638,0.015332862,0.020314643,0.042831056,-0.013312483,0.038159285,-0.0041412637,0.077358924,-0.0539709,0.080706,0.124034286,0.16403598,0.051020402,0.098053455,0.1422535,0.96727294,1.055818,1.1037214,1.01206,1.0327373,1.058803,1.1189872,0.03075569,-7.272769E-4,0.047569834,93.23183,-0.62666017,60.951847,0.075307466,55.39699,68.44386,61.767143,-0.052563854,-0.060367364,-0.13398637,0.9169408679008484,0.8112283945083618,-9.784482,0.85499334,3.4644623,3.0369656,1.0938374,Very_High,0.02473058,119.27926
Autumn,"2014-09-25",-0.038605053,-0.0020737748,0.011652311,0.023718072,-0.008699892,-0.034156837,0.050499756,-0.029020796,0.016322356,0.03496183,0.06684493,0.0010413685,0.014787172,0.00360741,0.065417565,-0.01907249,-0.029592825,0.036585078,1.4406918,0.97385365,0.9947845,0.97039354,0.96728605,0.9715785,0.9927639,0.017449986,4.6119877E-4,0.029910395,53.549957,-0.5656723,70.98469,0.027437592,59.81243,60.978302,58.72656,0.003208233,0.007659368,-0.009672839,0.3270440101623535,0.5295548439025879,-25.280197,-0.5476465,0.56175995,0.8355832,0.9731893,Very_High,0.016582387,101.537254
Summer,"2015-04-09",0.016791165,0.00999288,0.013603765,-0.022655796,0.0016535361,0.05036386,-0.06341207,0.11488819,0.05673024,0.035429787,-0.0055471957,-0.050877854,0.010250713,0.026849391,0.1435423,0.0076998267,0.018180339,0.14482886,0.69216424,1.0069966,1.0244397,1.0031071,1.0097492,1.0074185,1.0111455,0.0120071005,-3.5201013E-4,0.031716287,50.08452,-0.22274475,54.147316,-0.09028015,64.06473,52.266308,57.512806,-0.0058088317,0.0076034833,-0.07140561,-0.1376386135816574,-0.12966936826705933,-68.67165,0.096437186,0.28528595,0.23706736,0.99935067,Very_High,0.030336516,130.42
Winter,"2014-12-09",-0.014252487,-0.02794375,-0.033593684,0.023409717,0.017852472,0.042146534,0.048917416,0.032401085,0.005074163,-0.025296256,0.13087778,0.0062081036,-0.033004943,0.050489184,0.14842695,-0.062339254,0.0062573645,0.11349649,1.3233478,1.0015498,1.043263,0.99591583,0.98534715,0.99163175,1.0600125,0.021353675,-0.0022945162,0.06239317,54.656624,-1.144928,72.38653,0.07813873,53.52968,80.95875,68.00081,0.032103717,-0.018437851,-0.09451541,0.37349793314933777,0.5058426856994629,-26.20719,-1.7575545,1.8552856,2.734063,1.0129697,Little_High,0.004811885,114.398506
Summer,"2014-06-10",0.020968823,0.021121256,0.0042009256,0.028700944,0.015756577,0.020525644,0.04059096,0.06989138,-0.030628473,3.736355E-5,0.056408912,0.019249476,0.06309727,0.1207594,0.23557948,0.033347942,0.08300978,0.19545746,6.1450844,1.0547867,1.1119771,1.0139424,1.0289353,1.0599611,1.1373671,0.033550367,0.0011597645,0.06791342,82.444756,0.5231293,64.54208,-0.018491363,47.662216,78.15799,65.40763,-0.03995554,-0.0630981,-0.18808785,0.854397714138031,0.8195639848709106,-19.209692,0.42624712,2.9248047,2.7116811,1.0783126,Stay,-0.0030510738,93.51483
Winter,"2014-12-16",-0.04908251,-0.021735406,-0.028941676,-0.02637103,0.006418646,0.0276332,0.059360728,0.11962317,-0.030321259,-0.019915782,0.090383075,-0.0026850794,-0.021684572,-0.034447398,0.12996559,-0.05756096,-0.062135957,0.07343358,1.2215623,0.9518806,0.97563255,0.97349894,0.9520876,0.9331292,0.9821835,0.03184467,0.0020981994,0.06172178,42.20543,-0.62152255,75.79976,-0.0062660216,59.375816,61.752922,71.41279,0.020354252,0.037891608,-0.060326632,0.2880747616291046,0.3705691397190094,-64.308174,-2.7393577,-0.20537567,1.1643032,0.93862724,Very_High,0.04184811,114.31882
Winter,"2014-12-29",0.0060053677,0.0059892307,0.01761513,-0.054016147,-0.032996606,0.017533112,0.075150885,0.047654957,0.0956416,-0.030321041,0.055531103,-0.020161381,0.008523656,-0.04158679,0.17957081,-0.035836082,-0.08599403,0.13002297,0.5390715,1.0132825,1.0330988,1.0073578,1.0223384,1.0124655,1.0274533,0.021645455,-0.0020207923,0.043613344,62.673786,3.1568954,62.24076,-0.05023346,62.60484,53.99784,55.13668,0.007038016,0.05268418,-0.034334436,0.23323555290699005,0.27438947558403015,-66.124084,0.44551414,0.2932968,0.070539735,0.9986018,Little_Low,-0.007406102,113.47216
